,GSM215347,GSM215348,GSM215349,GSM215350,GSM215351,GSM215352,GSM215353,GSM215354,GSM215355,GSM215356,GSM215357,GSM215358
240094_at,2.9,63.1,40.7,26.7,42.9,34.5,42.1,31.5,28.4,30.2,38.0,42.1
240095_at,10.8,33.4,24.0,21.0,26.6,30.4,12.4,30.6,2.2,31.3,5.9,15.1
240096_at,14.1,25.2,2.6,8.7,13.6,2.2,1.9,10.8,1.6,1.9,5.9,1.4
240097_at,13.4,7.6,4.2,17.7,3.6,5.4,2.4,2.6,7.3,8.3,14.7,14.0
240098_at,33.6,18.9,21.8,49.2,49.6,42.1,35.6,53.9,44.7,39.0,51.5,26.4
240099_at,26.7,3.8,36.2,24.8,28.3,3.3,55.6,26.2,31.1,16.0,2.7,21.0
240100_at,26.1,23.0,18.9,14.0,13.1,12.1,18.7,8.9,15.2,43.5,19.0,13.9
240101_at,2.4,2.9,3.0,3.4,10.3,2.1,5.6,6.1,0.8,3.4,20.5,27.5
240102_at,4.2,25.7,41.0,6.3,5.4,28.6,9.3,20.0,28.0,13.0,5.3,27.9
240103_at,2.9,2.9,24.3,6.3,2.8,1.1,22.9,10.7,34.9,27.5,3.3,5.2
240104_at,50.5,71.0,41.4,60.2,51.2,52.0,64.0,78.7,78.3,75.8,45.6,58.7
240105_at,323.8,251.3,354.3,261.6,260.8,323.3,344.8,397.1,281.6,347.1,196.6,277.2
240106_at,49.7,60.8,66.9,52.8,27.4,26.3,60.3,42.1,53.5,28.3,38.6,58.1
240107_at,39.6,21.4,25.6,36.5,28.6,19.1,31.9,10.4,8.2,18.3,3.0,19.2
240108_at,114.9,82.5,76.2,92.2,72.8,86.0,121.3,136.3,105.2,65.0,57.0,88.3
240109_at,1.8,20.4,6.4,21.0,3.1,1.7,6.3,1.0,8.1,4.0,3.4,32.7
240110_at,23.1,3.2,42.8,21.2,46.6,22.8,36.9,25.4,35.9,23.6,11.2,30.4
240111_at,111.0,130.8,113.3,81.2,95.2,90.2,130.6,85.1,100.8,107.0,94.7,100.4
240112_at,1.2,0.7,7.3,14.3,3.1,1.2,0.6,4.2,3.6,3.4,1.3,22.9
240113_at,28.4,5.7,6.8,13.7,52.3,16.3,14.7,17.3,57.5,62.5,37.3,13.9
240114_s_at,26.7,80.1,76.7,76.3,84.6,34.6,41.9,37.8,64.8,61.8,63.0,86.0
240115_at,5.4,2.7,40.0,27.9,25.3,21.9,14.4,29.5,15.0,6.4,9.8,30.1
240116_at,10.7,2.4,5.5,4.4,3.2,5.1,11.4,2.0,4.1,19.8,39.6,3.5
240117_at,17.9,25.2,9.0,21.6,5.1,13.9,19.2,11.3,47.3,12.6,8.1,40.0
240118_at,60.2,47.7,58.1,26.0,65.0,51.5,30.5,36.5,41.0,35.1,23.4,25.1
240119_at,5.1,1.1,5.4,4.0,24.8,3.3,5.4,12.3,3.7,13.7,26.8,6.9
240120_at,14.9,22.2,17.3,5.7,13.3,10.9,15.9,1.2,13.9,15.7,4.4,24.1
240121_x_at,125.9,110.4,170.1,125.5,141.1,152.6,204.3,200.7,124.1,138.0,119.7,151.7
240122_at,0.7,8.2,1.6,7.1,4.6,2.2,1.0,20.4,6.6,31.9,1.3,2.3
240123_at,26.5,15.9,6.0,27.9,12.2,35.1,27.2,4.5,1.3,14.0,3.0,35.9
240124_at,61.4,52.2,20.7,38.7,10.6,18.4,32.7,9.2,42.0,43.5,51.8,10.3
240125_at,23.7,40.5,29.9,29.7,18.5,31.3,10.6,23.4,49.1,62.1,29.9,33.6
240126_x_at,59.7,8.4,8.7,42.6,9.2,38.9,45.5,16.9,32.4,86.8,56.0,56.4
240127_at,2.5,5.0,4.0,23.0,2.1,2.4,1.8,4.9,2.1,3.7,11.3,3.2
240128_at,203.9,109.2,107.7,97.1,153.1,122.3,165.3,138.8,139.0,131.3,94.3,150.4
240129_at,37.3,60.4,21.3,6.2,43.5,6.5,30.3,11.5,27.0,35.5,32.2,30.9
240130_at,35.8,15.2,40.9,25.8,17.6,19.9,21.1,18.5,10.5,32.8,21.0,35.8
240131_at,46.2,48.2,50.6,67.6,52.2,40.2,41.9,38.3,39.5,47.9,27.4,31.4
240132_at,2.6,15.9,1.3,3.5,3.0,3.1,2.4,1.2,4.5,2.1,1.1,2.6
240133_x_at,8.3,13.1,12.5,2.6,26.8,16.8,37.4,24.2,11.7,13.0,14.7,29.4
240134_at,59.7,64.7,107.0,59.8,41.3,28.7,47.6,25.8,36.4,19.5,47.9,27.3
240135_x_at,2.1,1.9,5.5,3.0,2.0,3.2,1.5,4.9,3.3,7.3,1.8,3.0
240136_at,2.0,2.5,12.3,2.1,2.8,1.7,2.3,1.8,1.6,8.3,2.4,1.4
240137_at,1.5,2.2,4.5,1.0,1.3,1.1,2.3,22.0,0.9,8.9,8.7,2.3
240138_at,2.2,18.6,15.4,4.0,31.6,18.0,6.7,2.7,2.0,4.6,25.2,15.7
240139_at,59.5,89.6,76.2,89.1,56.7,39.5,84.6,50.1,75.1,70.6,28.9,64.9
240140_s_at,0.9,1.3,1.5,1.6,1.9,1.4,3.1,1.1,2.9,1.2,1.0,1.1
240141_at,51.2,55.9,31.8,27.2,47.1,2.6,35.4,18.0,25.4,45.7,12.2,53.0
240142_at,34.9,59.4,32.8,18.2,33.7,25.2,8.5,30.1,10.9,32.4,13.1,10.2
240143_at,26.5,1.1,22.0,51.7,42.5,2.6,34.9,19.7,27.9,36.7,14.8,26.1
240144_at,19.7,41.4,2.4,13.4,2.6,24.5,3.7,33.8,4.5,13.2,14.7,21.1
240145_at,28.4,46.2,29.9,26.4,35.6,23.7,55.4,51.1,3.4,14.3,12.7,19.0
240146_at,84.8,50.9,61.2,32.2,61.1,48.4,94.2,59.6,53.6,81.8,60.8,51.3
240147_at,16.6,60.9,18.5,21.8,13.6,12.7,5.4,20.6,13.8,25.4,20.2,31.7
240148_at,64.0,32.6,38.9,53.7,78.8,75.1,46.7,55.0,57.8,54.2,75.8,69.4
240149_at,31.7,19.2,47.9,1.3,1.5,20.5,27.3,9.8,11.3,10.7,6.2,19.4
240150_at,4.7,4.6,26.9,24.8,1.3,7.1,4.3,2.5,3.1,5.0,2.4,3.2
240151_at,8.3,4.7,4.8,24.2,4.6,29.3,3.4,27.2,24.3,5.8,2.1,4.5
240152_at,39.1,44.6,50.1,45.3,13.6,33.0,62.8,60.1,48.3,64.8,38.9,71.4
240153_at,1.9,1.9,13.0,2.8,12.8,10.5,7.2,3.7,4.0,1.3,3.1,1.5
240154_at,133.6,136.0,80.5,110.3,143.7,114.5,104.2,119.3,86.4,129.9,108.1,133.8
240155_x_at,157.0,177.8,161.4,77.8,70.9,90.5,144.6,138.4,126.4,163.4,151.4,178.6
240156_at,20.5,12.8,34.2,18.9,24.7,29.8,24.6,31.9,11.3,22.9,26.7,24.4
240157_at,26.2,3.1,14.4,30.1,5.4,4.8,12.5,11.2,36.4,2.1,17.4,3.7
240158_at,52.9,18.5,64.5,31.0,5.6,35.0,22.2,2.6,27.9,39.5,18.9,35.6
240159_at,8.7,5.5,47.2,15.0,44.8,5.2,8.5,15.8,23.3,46.6,18.5,25.6
240160_x_at,15.2,5.7,4.2,6.2,1.1,9.3,17.5,0.6,15.6,2.9,10.0,11.1
240161_s_at,8.0,18.4,27.2,4.9,17.7,16.4,15.4,8.0,20.9,13.0,8.3,16.3
240162_at,26.3,37.6,67.9,46.4,46.8,22.1,26.1,45.4,50.3,66.7,39.2,27.2
240163_at,1.7,16.6,28.5,5.7,5.4,2.1,11.2,18.4,6.7,19.7,28.7,18.8
240164_at,35.4,31.0,31.6,22.3,6.6,34.0,25.4,21.2,11.6,6.7,30.9,26.9
240165_at,46.1,50.9,50.1,74.7,51.4,40.0,67.8,39.8,43.1,50.9,29.7,42.3
240166_x_at,118.8,115.6,103.7,54.6,85.7,64.7,96.2,78.1,76.6,84.2,78.5,98.1
240167_at,3.9,12.0,29.1,2.2,24.3,11.2,4.9,4.2,17.7,2.4,1.2,14.1
240168_at,48.2,45.5,76.4,47.5,75.6,53.6,40.3,71.3,81.6,52.8,48.4,58.0
240169_at,19.3,41.2,45.2,25.0,18.4,34.1,6.9,5.1,5.2,57.2,28.6,25.5
240170_at,78.8,98.5,63.1,121.3,85.7,94.4,116.7,60.2,102.6,71.8,96.3,78.3
240171_at,26.4,4.9,34.5,43.2,20.7,15.2,15.6,21.3,29.8,38.6,11.2,28.7
240172_at,107.8,108.8,85.0,71.8,77.1,63.1,82.0,88.0,51.6,97.4,74.5,137.1
240173_at,4.1,14.5,44.7,20.7,0.7,13.8,28.7,21.2,3.9,21.7,21.4,37.8
240174_at,37.0,62.9,46.9,28.2,34.1,34.3,42.4,12.8,21.4,61.4,41.9,35.4
240175_at,40.5,8.5,24.8,5.7,7.3,51.7,5.2,2.3,9.9,38.9,2.6,24.9
240176_at,68.8,30.7,38.4,56.1,75.9,37.9,73.0,16.4,61.0,45.2,62.3,38.0
240177_at,3.6,18.5,2.4,4.1,17.7,8.3,4.5,23.3,25.1,21.1,8.0,6.5
240178_at,17.7,17.6,7.8,4.2,2.5,0.9,3.6,6.2,3.7,26.2,20.0,2.0
240179_at,10.7,14.7,1.2,0.9,16.5,1.7,12.9,1.0,6.2,0.5,16.4,0.4
240180_at,34.4,5.2,22.2,10.8,6.2,9.5,2.0,14.3,16.6,16.1,4.8,3.5
240181_at,3.7,2.2,19.3,7.6,13.4,19.9,4.1,17.9,8.6,29.7,4.4,4.2
240182_at,25.1,25.2,20.6,3.7,12.3,4.1,38.7,9.2,1.5,29.7,6.4,34.2
240183_at,2.9,4.5,5.0,6.1,2.8,16.8,1.1,2.2,7.2,9.7,1.3,8.4
240184_at,55.0,19.3,50.6,4.7,44.2,1.8,7.8,12.8,3.5,2.0,33.7,25.0
240185_at,41.2,27.2,27.2,55.6,48.4,15.5,34.7,41.7,44.7,66.8,36.2,36.7
240186_at,4.7,5.9,14.8,2.5,4.7,7.0,6.4,22.9,16.0,2.8,2.3,0.7
240187_at,1.1,11.9,15.6,0.9,1.2,1.0,13.5,4.1,11.3,1.1,15.8,0.9
240188_at,131.6,87.4,102.9,185.5,208.8,160.4,165.0,178.6,168.9,148.2,104.4,119.8
240189_at,180.8,142.6,122.8,61.1,89.9,126.6,105.5,102.5,99.2,134.4,163.1,192.7
240190_at,62.2,37.1,64.6,29.4,31.0,36.0,50.6,39.2,39.7,30.4,27.0,19.6
240191_at,34.4,32.7,29.8,33.0,28.5,22.9,48.9,6.4,24.1,22.5,19.0,22.0
240192_at,2.8,10.2,1.9,5.5,4.2,2.7,3.7,5.3,12.3,13.1,8.0,1.6
240193_at,3.6,4.5,1.9,2.1,1.6,6.0,2.5,2.5,11.8,2.0,3.5,1.0
240194_at,14.0,14.4,16.1,23.3,12.6,23.2,35.2,37.8,3.9,28.2,4.0,20.0
240195_at,0.9,1.9,15.6,1.5,17.3,1.6,0.7,7.4,1.5,1.1,4.8,2.2
240196_at,13.2,23.4,3.8,1.9,2.0,14.9,2.0,1.1,6.0,1.9,1.0,6.5
240197_at,46.5,6.8,53.0,34.0,14.3,23.9,5.6,1.0,3.3,29.5,5.5,32.7
240198_at,64.9,55.3,40.9,25.7,12.5,30.4,33.8,1.6,11.9,41.7,6.1,27.7
240199_x_at,18.8,27.1,55.0,37.0,29.2,36.0,5.4,11.7,53.3,70.9,24.1,39.5
240200_at,1.8,5.9,2.2,3.1,1.6,4.4,2.5,18.9,3.6,2.5,2.2,3.7
240201_at,45.3,40.6,18.5,17.7,27.1,29.0,41.0,33.8,20.7,53.3,34.5,26.2
240202_x_at,15.7,42.6,29.5,62.0,22.9,24.5,33.7,5.6,67.3,35.3,33.7,34.9
240203_at,7.3,13.9,11.3,9.3,22.9,57.9,10.4,23.9,4.7,7.5,4.3,21.3
240204_at,24.9,13.0,16.9,23.1,25.7,15.3,18.1,1.6,20.8,2.0,28.6,12.9
240205_x_at,246.2,183.2,212.5,86.4,163.8,161.4,199.6,141.9,159.9,208.8,156.2,176.2
240206_at,20.2,16.2,42.7,33.2,31.7,10.0,53.3,39.2,35.1,26.9,12.2,37.2
240207_at,1.9,3.5,20.4,2.1,15.6,1.9,20.4,17.4,21.3,20.6,2.0,18.3
240208_at,14.1,0.9,1.4,0.8,1.2,16.8,11.5,1.4,1.8,0.9,1.1,4.0
240209_at,66.3,42.6,5.1,17.8,5.2,21.2,29.7,17.4,40.4,51.5,5.2,7.4
240210_at,25.4,5.3,6.6,4.1,13.0,33.1,3.4,2.6,1.7,10.6,1.3,20.7
240211_at,2.7,17.5,20.1,12.6,41.2,12.3,11.3,5.6,18.2,3.7,12.2,3.5
240212_at,5.3,6.7,25.1,13.6,22.0,9.6,29.0,13.0,4.5,23.2,14.0,15.6
240213_at,2.9,1.2,30.3,26.2,3.8,5.7,2.4,8.7,1.0,41.1,11.0,10.4
240214_at,3.1,13.6,3.7,20.8,18.4,23.2,22.7,42.3,32.1,24.1,13.6,17.2
240215_at,2.5,8.0,2.6,15.0,5.1,3.6,1.5,6.7,9.5,2.0,1.2,9.6
240216_at,18.4,36.3,48.8,4.5,23.9,18.4,3.8,4.8,19.7,33.5,22.5,3.7
240217_s_at,18.6,39.2,48.2,10.9,31.1,35.7,70.6,51.3,51.5,48.2,5.3,24.2
240218_at,39.1,2.7,7.6,3.2,2.6,4.1,0.8,10.5,0.5,4.0,3.7,5.4
240219_at,14.9,4.3,25.6,4.3,2.0,1.8,3.7,4.6,21.2,4.0,2.0,1.5
240220_at,23.3,8.5,14.6,4.8,15.0,32.3,4.5,3.6,35.4,39.2,10.0,15.7
240221_at,134.9,94.4,99.7,61.2,101.1,62.5,112.9,123.3,81.5,100.9,144.4,100.6
240222_at,3.4,20.2,28.0,29.3,20.7,19.5,5.8,2.5,28.6,31.4,39.3,32.0
240223_at,54.1,48.9,33.8,42.1,5.2,5.1,29.0,4.6,15.2,8.1,5.7,6.2
240224_at,26.6,5.4,51.9,43.8,37.9,10.5,24.5,23.1,12.7,42.7,2.9,33.6
240225_at,63.5,90.2,84.7,87.8,59.3,21.6,66.5,55.8,46.9,62.5,47.4,86.4
240226_at,7.8,20.8,7.8,1.9,1.9,11.3,25.2,20.8,11.4,16.9,1.4,31.7
240227_at,2.1,3.5,4.5,4.3,2.9,1.9,2.3,1.2,3.7,3.5,1.6,1.8
240228_at,23.3,1.9,10.5,1.1,5.6,2.3,34.2,5.5,0.7,22.7,17.3,3.1
240229_at,34.8,44.4,74.2,76.9,71.5,23.7,52.6,47.5,37.0,63.0,37.2,23.9
240230_s_at,15.6,41.8,23.9,19.9,40.1,38.3,38.6,45.7,31.0,39.5,44.9,28.7
240231_at,115.9,86.4,68.9,85.2,63.7,94.2,175.9,68.2,115.3,104.8,80.0,115.0
240232_at,315.4,411.9,322.8,209.1,273.2,222.0,296.7,224.7,238.5,358.8,275.6,325.8
240233_at,42.1,38.4,10.2,9.4,9.3,34.1,32.3,22.8,33.1,46.6,8.3,34.6
240234_at,51.2,30.0,39.6,34.4,29.3,48.0,34.2,50.1,46.6,82.6,34.0,65.4
240235_at,34.5,37.2,6.8,19.0,15.1,2.0,20.3,21.5,11.3,25.1,1.8,28.3
240236_at,15.0,11.6,2.9,8.7,20.1,6.9,13.9,2.0,8.4,24.0,22.9,32.9
240237_at,71.4,91.6,63.8,70.8,71.5,61.2,68.0,74.4,90.6,87.4,55.8,64.3
240238_at,28.8,61.4,54.8,8.4,45.4,48.1,33.0,36.8,45.2,40.9,36.7,30.7
240239_at,64.5,50.9,61.2,21.8,53.0,37.7,36.8,70.1,39.9,50.4,36.5,57.6
240240_at,73.3,69.0,36.8,48.2,63.1,59.3,60.8,51.8,52.2,51.4,35.6,54.6
240241_at,53.1,27.0,46.1,78.4,41.6,36.8,62.9,19.5,56.8,50.6,60.7,86.9
240242_at,76.3,45.6,47.7,6.2,40.5,41.7,28.4,48.7,32.1,57.8,52.6,25.7
240243_at,0.8,13.2,1.2,1.4,8.4,11.2,2.2,9.6,10.9,14.1,2.0,8.3
240244_at,17.2,25.9,6.2,0.9,12.1,10.9,8.0,1.3,1.0,3.0,4.2,11.5
240245_at,1.5,14.1,37.3,26.9,19.8,13.0,30.3,3.2,39.1,28.2,21.9,28.1
240246_at,39.1,6.3,12.1,3.5,34.2,9.5,21.3,8.7,34.2,32.4,29.8,21.0
240247_at,140.5,78.6,58.8,78.1,112.0,83.7,58.5,79.7,76.4,76.2,89.3,79.3
240248_at,5.2,3.4,2.2,3.4,2.8,17.3,1.2,4.3,10.6,10.3,2.0,12.5
240249_at,15.4,2.9,2.2,31.6,25.3,6.6,25.7,23.9,15.0,16.2,1.8,9.0
240250_at,13.9,7.6,19.7,17.2,18.1,24.2,0.6,7.9,21.8,23.3,11.1,18.9
240251_at,20.7,16.3,18.5,28.6,14.7,32.2,24.3,23.6,18.1,16.3,19.2,2.8
240252_at,2.7,24.7,28.6,2.3,1.8,1.8,14.1,17.2,10.1,3.4,3.0,2.9
240253_at,0.9,1.5,20.4,2.3,0.9,0.8,1.0,13.3,2.2,2.2,2.8,24.2
240254_at,25.3,5.3,42.8,38.3,46.4,31.9,21.2,16.8,35.9,9.4,19.7,39.7
240255_at,49.3,20.5,35.5,15.3,18.8,27.7,9.6,33.0,56.7,37.7,31.0,58.2
240256_at,2.0,2.3,8.6,26.7,23.9,11.3,71.2,30.3,14.0,23.9,40.7,6.6
240257_at,28.2,25.0,16.8,46.8,33.0,35.2,25.9,38.6,42.3,26.4,14.4,20.2
240258_at,26.1,14.1,28.3,59.8,81.0,73.3,84.6,69.0,53.6,54.0,51.9,35.6
240259_at,17.5,40.7,24.1,19.3,15.3,5.5,1.0,5.5,14.2,1.5,6.9,4.4
240260_at,44.9,21.0,18.8,32.7,14.2,42.8,40.1,35.8,11.5,2.4,23.0,38.8
240261_at,3.7,3.5,25.2,17.3,15.2,1.1,2.5,32.5,20.9,17.3,6.1,1.9
240262_at,37.8,48.6,61.5,45.1,15.3,37.5,38.4,36.5,43.8,48.7,23.2,61.4
240263_at,123.9,67.1,81.5,41.7,86.6,58.7,88.0,68.9,94.8,64.8,81.4,96.6
240264_at,35.1,41.8,16.1,12.9,27.5,19.4,6.2,5.3,31.1,33.1,23.2,32.6
240265_at,203.4,88.1,151.8,79.2,84.7,137.3,162.5,136.5,87.9,172.3,120.0,113.1
240266_at,22.9,34.7,4.0,15.4,4.0,25.7,17.0,21.0,28.7,19.1,12.5,24.9
240267_at,17.8,2.8,3.6,7.8,5.3,4.7,12.7,3.7,13.1,12.8,1.0,10.5
240268_at,4.1,13.1,3.2,22.0,23.2,15.2,6.2,4.0,7.1,34.6,16.4,16.1
240269_at,41.8,31.1,27.0,42.9,23.3,59.6,38.9,39.9,44.6,50.3,55.3,40.4
240270_x_at,52.5,81.5,52.6,33.0,7.5,4.2,46.5,34.8,6.6,65.2,38.3,53.1
240271_at,20.0,41.7,43.2,32.0,62.1,25.3,31.4,28.2,18.4,33.6,37.4,29.4
240272_at,53.7,90.2,128.2,64.7,66.0,29.0,91.7,60.7,50.3,35.7,86.4,96.0
240273_at,3.7,9.2,5.3,26.9,14.2,23.9,3.6,1.6,3.8,4.1,15.1,33.6
240274_at,46.3,62.8,46.9,61.4,42.8,17.3,14.8,10.2,10.2,44.3,64.7,22.1
240275_at,6.3,10.5,36.6,9.3,5.0,2.1,9.1,3.9,30.9,2.9,2.7,9.8
240276_at,11.6,29.6,42.9,11.5,38.7,14.7,5.3,10.3,31.3,30.8,39.8,9.0
240277_at,653.6,405.4,402.9,565.2,474.2,309.4,697.4,509.2,685.9,522.6,236.0,514.4
240278_at,5.7,35.5,50.2,6.3,30.0,7.7,11.8,19.9,20.3,59.0,46.0,61.4
240279_at,17.5,6.6,24.3,22.2,20.8,4.2,22.9,16.3,18.3,5.1,11.5,39.5
240280_at,28.8,30.5,59.1,60.6,52.8,69.7,63.9,56.1,45.3,95.3,39.5,44.2
240281_at,16.4,3.8,36.6,13.3,16.8,6.3,2.5,7.1,24.2,6.5,3.3,6.2
240282_at,117.2,119.2,63.8,70.9,82.8,141.1,103.5,61.6,96.5,107.5,82.4,55.9
240283_at,17.5,17.5,19.3,3.7,3.0,3.9,10.1,17.4,6.5,27.1,0.6,2.0
240284_x_at,1.6,28.6,1.2,3.5,41.2,19.3,2.4,21.6,3.4,16.1,0.8,4.6
240285_at,0.9,6.0,2.9,1.2,3.4,3.3,2.9,39.5,1.1,3.2,2.5,3.0
240286_at,1.5,7.0,18.1,2.4,25.9,5.8,4.8,2.1,6.1,2.4,14.9,4.4
240287_at,7.3,12.7,32.7,23.6,15.1,15.2,3.0,36.9,18.7,30.0,17.5,32.4
240288_at,7.9,9.7,12.8,17.5,0.6,12.6,11.4,16.1,23.6,9.7,1.2,19.9
240289_at,3.2,36.2,42.9,50.0,30.5,2.8,41.1,25.3,3.2,44.0,3.7,21.5
240290_at,30.6,42.5,34.8,17.9,55.8,27.3,33.6,47.5,48.5,20.2,25.9,42.7
240291_at,5.6,19.1,11.8,15.0,19.7,16.9,7.6,5.8,4.0,52.8,14.7,25.3
240292_x_at,11.6,0.5,12.8,1.4,10.6,13.8,0.9,10.1,8.0,28.9,16.6,14.0
240293_at,23.9,4.2,14.0,15.7,3.2,0.8,3.2,20.1,9.8,2.7,3.9,5.5
240294_at,78.2,71.1,65.1,38.6,26.9,47.8,47.8,27.5,47.7,46.3,46.4,35.9
240295_at,10.2,49.2,3.0,19.0,35.8,14.5,14.9,18.0,22.3,14.3,24.0,2.6
240296_at,19.2,39.6,53.4,23.7,29.5,13.8,21.2,25.6,7.8,38.6,41.9,25.1
240297_at,40.0,54.1,18.4,34.8,6.3,31.3,2.9,52.1,47.6,34.0,14.6,44.3
240298_at,32.2,2.7,17.3,18.3,2.6,11.0,23.5,3.9,3.9,23.5,7.0,5.7
240299_at,7.3,17.1,2.1,4.3,0.6,9.4,10.2,12.8,12.8,8.6,1.2,3.1
240300_at,41.0,27.9,5.4,18.9,6.9,5.9,29.7,1.8,6.8,18.9,3.5,9.4
240301_at,39.0,30.0,45.8,24.3,0.9,6.1,14.2,22.3,23.1,21.8,26.0,19.0
240302_at,7.4,7.5,53.6,3.7,49.1,9.5,46.9,50.0,35.2,77.1,51.5,52.4
240303_at,29.6,8.7,10.9,18.5,18.0,10.8,30.5,5.0,18.1,30.1,5.2,11.3
240304_s_at,13.8,4.8,9.6,1.4,3.0,8.5,18.6,11.8,22.9,2.5,1.1,7.7
240305_at,6.1,4.9,2.4,3.7,1.9,7.2,14.5,17.8,5.3,4.8,5.5,4.8
240306_at,2.7,9.1,7.3,1.6,20.2,7.7,6.0,4.6,22.9,8.3,8.2,9.1
240307_at,171.9,134.3,146.7,139.6,150.9,130.5,198.4,132.2,169.4,127.5,132.4,125.9
240308_at,3.1,26.0,2.0,1.5,1.7,5.2,1.8,7.9,1.9,3.2,6.4,1.0
240309_at,1.8,39.9,27.6,16.3,19.8,21.3,15.7,27.3,6.5,27.4,19.3,4.4
240310_at,77.1,52.4,54.8,51.3,75.2,37.4,56.8,50.5,65.0,70.9,83.8,67.2
240311_at,16.4,41.7,9.8,11.1,10.1,10.2,7.6,24.5,5.6,3.0,7.2,6.5
240312_at,1.6,2.2,5.1,4.1,10.5,2.0,1.2,3.6,14.3,2.4,3.6,2.1
240313_at,28.9,9.9,44.6,2.1,7.5,1.3,4.8,3.8,2.0,2.7,7.3,8.1
240314_at,50.4,44.9,50.5,30.3,63.2,67.3,53.5,64.1,36.4,40.4,88.5,59.1
240315_at,29.9,30.5,50.1,42.7,50.8,39.8,45.8,21.0,23.9,60.5,16.0,53.9
240316_at,18.3,18.9,12.2,2.9,1.5,5.2,11.8,9.9,4.2,23.5,12.3,6.6
240317_at,24.0,1.3,14.1,1.9,5.3,7.3,15.7,16.4,34.6,12.8,3.6,5.1
240318_at,47.2,74.5,43.1,88.7,67.9,87.1,50.0,77.9,45.0,50.2,51.9,58.7
240319_at,4.6,18.2,16.0,23.2,22.3,27.8,14.0,39.1,4.7,23.3,18.2,28.5
240320_at,4.3,26.8,27.8,41.9,28.5,38.0,29.7,1.2,7.6,39.6,15.2,34.1
240321_at,6.1,5.6,22.1,37.8,15.5,34.0,30.7,39.8,57.0,3.5,1.8,3.6
240322_at,12.0,4.0,18.2,13.1,1.8,12.4,16.6,7.4,27.8,11.3,1.0,15.0
240323_at,7.7,4.5,5.0,28.1,12.2,2.1,2.0,11.9,5.0,16.7,3.0,17.8
240324_at,52.6,41.6,52.0,35.2,27.4,7.2,36.9,17.8,18.1,55.9,50.7,31.6
240325_x_at,6.0,5.4,5.9,8.5,3.3,5.8,3.4,10.5,5.7,52.9,4.9,4.9
240326_at,11.0,8.2,14.4,1.5,9.0,23.1,1.1,20.6,6.4,10.5,11.3,0.9
240327_at,10.9,56.3,2.9,30.7,18.4,31.6,28.5,30.3,35.4,38.5,24.6,44.4
240328_at,34.8,30.6,25.8,19.1,4.6,19.9,38.5,21.9,16.6,7.8,1.5,4.8
240329_at,30.4,54.4,11.9,6.5,33.6,63.1,28.9,5.0,3.1,11.8,47.1,2.4
240330_at,10.1,2.8,3.1,0.8,20.6,16.8,6.9,3.8,20.9,20.5,9.8,19.8
240331_at,1.5,0.7,1.9,13.0,1.8,11.2,10.3,2.1,10.3,1.1,0.4,0.5
240332_at,37.4,13.2,29.4,30.5,22.3,19.9,28.6,2.0,3.6,16.2,3.6,26.7
240333_at,51.1,10.0,33.7,10.2,3.1,19.9,34.8,5.1,27.6,15.4,47.3,12.4
240334_at,17.0,17.3,38.2,39.8,3.7,0.9,8.4,25.7,23.7,17.2,1.0,5.5
240335_at,12.0,12.4,31.2,20.3,12.6,29.3,16.8,15.7,52.8,42.6,22.8,31.1
240336_at,6.7,6.3,4.0,4.7,2.1,9.0,1.7,3.4,8.5,15.5,10.4,4.5
240337_at,0.6,12.3,12.1,18.6,2.1,11.0,1.1,9.7,3.5,16.6,0.8,10.9
240338_at,102.1,126.0,48.5,93.8,127.3,93.2,146.9,175.9,120.5,148.6,141.8,109.8
240339_at,158.4,153.9,117.5,79.7,94.7,107.1,120.3,72.2,124.1,146.6,146.5,120.9
240340_at,30.5,3.8,37.9,22.5,43.5,29.0,11.8,7.8,38.9,34.3,7.6,7.9
240341_at,7.7,21.1,0.7,18.6,4.0,1.7,2.0,0.7,3.0,2.2,24.0,3.1
240342_at,6.9,20.3,55.9,5.7,40.9,4.0,15.3,5.9,8.7,11.1,6.7,17.8
240343_at,26.5,14.4,2.2,13.4,3.7,6.5,4.6,3.2,3.9,1.4,18.8,16.0
240344_x_at,447.7,378.4,320.5,381.5,320.9,434.2,367.9,451.3,337.0,383.6,383.0,375.7
240345_x_at,2.1,32.7,4.7,3.4,5.7,2.4,45.2,2.8,4.4,12.1,2.3,3.3
240346_at,1.4,1.9,3.4,4.6,3.0,2.0,1.4,1.4,3.5,2.3,1.9,1.4
240347_at,4.3,3.1,2.5,5.6,2.0,3.5,2.2,3.1,2.9,2.5,2.2,3.5
240348_at,1.8,2.4,2.0,13.0,3.3,5.9,1.2,10.0,8.6,8.1,2.0,9.7
240349_at,23.0,26.5,16.9,2.2,6.8,5.1,2.5,5.5,6.4,1.7,11.9,18.3
240350_at,36.6,17.9,51.5,36.4,30.3,23.4,23.0,9.6,57.8,6.9,34.0,36.0
240351_at,4.8,13.7,6.1,17.2,5.4,5.0,20.7,5.2,2.2,3.5,21.5,32.2
240352_at,3.7,8.1,7.7,18.8,15.6,2.9,43.3,2.4,5.8,7.1,26.3,2.5
240353_s_at,132.3,98.1,105.9,70.6,88.4,107.5,104.3,131.6,122.5,100.8,110.8,84.3
240354_at,47.3,46.7,26.1,32.0,2.3,27.5,23.5,11.5,26.7,27.7,11.2,15.2
